sid
1000083317329676
1000275597227205
1000728137548408
1000728754126300
1000775150550614
1000912037183827
1001098833927288
1001169043913205
1001408757228379
1001666094099912
1001795650730672
1001852377045571
1001894673835327
1001945600468754
1002174540648007
1002296700649821
1002307430481746
1002341270667859
1002364157362926
1002557420460618
1002627133715580
1003192730324735
1003357370601323
1003431143679604
1003936323608895
1003986813654550
1003997480309660
1004328110257760
1004717540443189
1004729023525336
1004918460181359
1004937403483841
1005354953481607
1005357700066875
1005465287003365
1005826870097596
1006030553640736
1006183593635354
1006705746916984
1006801243257649
1006851359983438
1007219893488991
1007220903234601
1007234343197031
1007323346495597
1007446056615380
1007491240156958
1007610446772144
1008029356460859
1008031409863950
1008128606782075
1008206513408461
1008219060070464
1008462056545336
1008482613411237
1008685209841221
1008824766407251
1009087836306109
1009179060003185
1009228299741401
1009281699782068
1009355679931864
1009428829768222
1009793539927141
1009835626342695
1010150589619213
1010239312960930
1010293636237820
1010403476258180
1010424069584548
1011043516267129
1011323136527077
1011466496180970
1011484499441053
1012063692718111
1012198512701691
1012344976089991
1012355929713400
1012418306075318
1012534436003178
1012673499444869
1012986812896350
1013012989395700
1013209196277111
1013358566270050
1013404122586994
1013412525941931
1013693355969802
1013704729177933
1013894239291607
1014228982604199
1014538679198254
1014823479440199
1014952455886027
1015148055871143
1015160099171881
1015234622519311
1015241632513680
1015547226036616
1015548855992925
1015678049380678
1015790682453619
1015849305746162
1016086199032225
1016199439033387
1016407469043729
1017043878916639
1017319788909517
1017513165572591
1018004692231510
1018007698893589
1018008079077171
1018069062419319
1018163682106536
1018190318903650
1018381908797216
1018407275438944
1018419452169956
1018472978818961
1018674425517927
1018697252418531
1018761428702184
1018825915474386
1018968148763314
1019040085676424
1019217245636933
1019319635674245
1019604285596115
1019683442220185
1019772572231064
1019819632254107
1019860512275047
1020045649387335
1020072615307775
1020478715500362
1020482245489453
1020504855286519
1020654805528381
1020757252185896
1021053882147203
1021369035219604
1021611018714612
1021618175170267
1021679068532520
1021701222105310
1021750038733420
1021825151861894
1021894428702424
1021916845145607
1022059618724812
1022178368329135
1022353918676501
1022397298444510
1022582891671614
1022639428349949
1022682011760784
1022732532008333
1022769271679883
1022777105110814
1023066241974153
1023109865243703
1023245721895695
1023267885261659
1023711824910205
1023722115194665
1023753504903136
1023787911566357
1024307818175891
1024427328267489
1024486784918143
1024516864813334
1024522888442794
1024542754887338
1024697088242591
1024789784880220
1024957088409332
1025212634808661
1025258701599727
1025348294805773
1025505224669074
1025644988026906
1025872514685744
1025895051596955
1026095958078410
1026281938156740
1026413928234251
1026455841338386
1026533274690246
1026656837890137
1026708548260565
1027386541387408
1027393744805895
1027556861180230
1027661334790472
1027789271280119
1027948401187154
1027992657771369
1028182208086117
1028208598083973
1028483314753494
1028520344678193
1028727257835124
1028812708043499
1028893554728464
1028970664630765
1029013661323420
1029202794394102
1029337541052227
1029347291114321
1029381224453125
1029732727704633
1029810444385868
1029812527731764
1029823377732516
1030181147621303
1030255627556659
1030295804519965
1030331960899639
1030554964271400
1030569207806357
1030593747535412
1030595280917077
1030659100922650
1030731130892111
1030851207468967
1030902141153079
1031121830834460
1031160104152030
1031190127481657
1031229980827393
1031621174367668
1031641184303312
1031822080947300
1032089304043048
1032153784155982
1032191550668702
1032200214072864
1032236947723700
1032289584049791
1032417647668779
1032459994353362
1032733970651546
1032743314100062
1032827260946558
1032891800828143
1032937717385197
1033132027356014
1033289933989827
1033332583990252
1033457730677915
1033749434171878
1033761647337229
1034062693914762
1034088364159405
1034516887263599
1034528440498859
1034595433898989
1034856320753473
1035082730529998
1035160110397069
1035358833822478
1035707403941035
1035848913708853
1035968650445069
1036015084016775
1036207330443061
1036235667037405
1036325510309117
1036406460295009
1036441383677613
1036485533929991
1036728963619861
1036860200292109
1036881950214424
1037223387183821
1037265187219826
1037332833780886
1037685450436830
1037764716939635
1037891957101101
1038010449933360
1038053670224950
1038098980453702
1038132083575927
1038176637058179
1038231047101540
1038268850144194
1038367840103127
1038641697023618
1039046127045706
1039158060239670
1039200046652388
1039234987031844
1039469653631534
1039519580063074
1039623146687035
1039953686895963
1039958013303347
1040386203339662
1040443759876041
1040588326861984
1040697373515963
1040701353549541
1040747856533499
1040954276531311
1041019336825822
1041087593486046
1041201546788720
1041202323421627
1041263900081041
1041336316589788
1041386640081968
1041415380583495
1041473449855361
1041496809865819
1041568143440987
1041716143370964
1041778949746721
1041784050064051
1041866606715508
1041887923100063
1041889126689372
1042003736379057
1042047033392506
1042054199856262
1042170186728072
1042210289993714
1042675783050596
1042731879785783
1042871013204519
1043019176316590
1043075156292969
1043344046287177
1043393119884660
1043512082906632
1043516146274056
1043536256263254
1043788306417401
1043823839823065
1043965659499063
1044136326168366
1044244742911609
1044291679532096
1044380316383194
1044416752945257
1044496012864694
1044669192863290
1045096632750093
1045281200207615
1045437609701554
1045585686151543
1045710049660227
1045993439387018
1046021806099360
1046040952738064
1046143112655571
1046219639272731
1046353896150591
1046364302635152
1046403609295360
1046554976048245
1046762292681120
1047083389502461
1047127946132676
1047398969193358
1047547145839018
1047729899183230
1048000975842925
1048270322393546
1048318982745170
1048563516070217
1048564262442819
1048599299158940
1048690782449036
1048802336063692
1048808145990342
1049234062661415
1049236695751957
1049321268993950
1049379395657235
1049427452609573
1049545572585394
1049708819278261
1050064969255916
1050105672587229
1050488012319553
1050543605854442
1050988748799148
1051140562193969
1051208285779288
1051243682417082
1051461112268178
1051606562106252
1051675909026112
1051702012242668
1051802962376227
1051810122183488
1052002322331925
1052062718729238
1052245388999937
1052340242059651
1052468095405669
1052477408695763
1052615235428889
1052688188999437
1052744065311391
1052784855614311
1052822498607814
1052941375300815
1053089038971597
1053164038620170
1053263278659992
1053303575277556
1053304581886939
1053314645306472
1053350325354641
1053378615316373
1053556208772862
1054049308611449
1054126571977739
